22,"[1, 2, 4, 3, 5, 7, 6, 8, 9, 13, 15, 20, 23, 26, 25, 22, 24, 28, 27, 31, 36, 34, 33, 37, 35, 32, 30, 29, 21, 14, 10, 16, 17, 18, 19, 12, 11, 38]","[(1,2,290.99), (2,4,341.89), (4,3,174.79), (3,5,68.97), (5,7,127.0), (7,6,77.18), (6,8,176.35), (8,9,18.42), (9,13,165.2), (13,15,23.35), (15,20,229.01), (20,23,86.96), (23,26,77.15), (26,25,27.47), (25,22,158.02), (22,24,77.89), (24,28,235.22), (28,27,264.63), (27,31,330.35), (31,36,101.88), (36,34,147.41), (34,33,33.62), (33,37,269.01), (37,35,190.55), (35,32,287.42), (32,30,156.9), (30,29,296.3), (29,21,496.49), (21,14,338.89), (14,10,88.06), (10,16,1087.38), (16,17,19.25), (17,18,11.83), (18,19,5.36), (19,12,120.35), (12,11,69.96), (11,38,1216.42)]",9746.01,5,3,3,0min 0seg
41,"[1, 2, 4, 3, 5, 7, 6, 8, 9, 13, 15, 20, 23, 26, 25, 22, 24, 28, 27, 31, 36, 34, 33, 37, 35, 32, 30, 29, 21, 14, 10, 16, 19, 18, 17, 12, 11, 38]","[(1,2,290.99), (2,4,341.89), (4,3,174.79), (3,5,68.97), (5,7,127.0), (7,6,77.18), (6,8,176.35), (8,9,18.42), (9,13,165.2), (13,15,23.35), (15,20,229.01), (20,23,86.96), (23,26,77.15), (26,25,27.47), (25,22,158.02), (22,24,77.89), (24,28,235.22), (28,27,264.63), (27,31,330.35), (31,36,101.88), (36,34,147.41), (34,33,33.62), (33,37,269.01), (37,35,190.55), (35,32,287.42), (32,30,156.9), (30,29,296.3), (29,21,496.49), (21,14,338.89), (14,10,88.06), (10,16,1087.38), (16,19,33.34), (19,18,5.36), (18,17,11.83), (17,12,104.62), (12,11,69.96), (11,38,1216.42)]",9744.369999999999,5,3,3,0min 0seg
48,"[1, 2, 4, 3, 5, 7, 6, 8, 9, 13, 15, 20, 23, 26, 25, 22, 24, 28, 27, 31, 36, 34, 33, 37, 38, 32, 30, 29, 21, 14, 10, 16, 19, 18, 17, 12, 11, 35]","[(1,2,290.99), (2,4,341.89), (4,3,174.79), (3,5,68.97), (5,7,127.0), (7,6,77.18), (6,8,176.35), (8,9,18.42), (9,13,165.2), (13,15,23.35), (15,20,229.01), (20,23,86.96), (23,26,77.15), (26,25,27.47), (25,22,158.02), (22,24,77.89), (24,28,235.22), (28,27,264.63), (27,31,330.35), (31,36,101.88), (36,34,147.41), (34,33,33.62), (33,37,269.01), (37,38,236.49), (38,32,640.8), (32,30,156.9), (30,29,296.3), (29,21,496.49), (21,14,338.89), (14,10,88.06), (10,16,1087.38), (16,19,33.34), (19,18,5.36), (18,17,11.83), (17,12,104.62), (12,11,69.96), (11,35,1060.3)]",9627.93,5,3,3,0min 0seg
62,"[1, 2, 4, 3, 5, 7, 6, 8, 9, 13, 15, 20, 23, 26, 25, 22, 24, 28, 27, 31, 36, 34, 33, 37, 38, 32, 30, 29, 21, 10, 14, 16, 19, 18, 17, 12, 11, 35]","[(1,2,290.99), (2,4,341.89), (4,3,174.79), (3,5,68.97), (5,7,127.0), (7,6,77.18), (6,8,176.35), (8,9,18.42), (9,13,165.2), (13,15,23.35), (15,20,229.01), (20,23,86.96), (23,26,77.15), (26,25,27.47), (25,22,158.02), (22,24,77.89), (24,28,235.22), (28,27,264.63), (27,31,330.35), (31,36,101.88), (36,34,147.41), (34,33,33.62), (33,37,269.01), (37,38,236.49), (38,32,640.8), (32,30,156.9), (30,29,296.3), (29,21,496.49), (21,10,354.82), (10,14,88.06), (14,16,1031.91), (16,19,33.34), (19,18,5.36), (18,17,11.83), (17,12,104.62), (12,11,69.96), (11,35,1060.3)]",9588.39,5,3,3,0min 0seg
177,"[1, 2, 4, 3, 5, 7, 6, 8, 9, 13, 15, 20, 23, 26, 25, 22, 24, 28, 27, 31, 36, 34, 33, 37, 38, 32, 30, 29, 21, 10, 14, 35, 19, 18, 17, 12, 11, 16]","[(1,2,290.99), (2,4,341.89), (4,3,174.79), (3,5,68.97), (5,7,127.0), (7,6,77.18), (6,8,176.35), (8,9,18.42), (9,13,165.2), (13,15,23.35), (15,20,229.01), (20,23,86.96), (23,26,77.15), (26,25,27.47), (25,22,158.02), (22,24,77.89), (24,28,235.22), (28,27,264.63), (27,31,330.35), (31,36,101.88), (36,34,147.41), (34,33,33.62), (33,37,269.01), (37,38,236.49), (38,32,640.8), (32,30,156.9), (30,29,296.3), (29,21,496.49), (21,10,354.82), (10,14,88.06), (14,35,1052.62), (35,19,888.57), (19,18,5.36), (18,17,11.83), (17,12,104.62), (12,11,69.96), (11,16,158.8)]",9243.219999999998,5,3,3,0min 0seg
189,"[1, 2, 4, 3, 5, 7, 6, 8, 9, 13, 15, 20, 23, 26, 25, 22, 24, 28, 27, 31, 36, 34, 33, 37, 38, 32, 30, 29, 21, 10, 14, 35, 19, 18, 17, 16, 11, 12]","[(1,2,290.99), (2,4,341.89), (4,3,174.79), (3,5,68.97), (5,7,127.0), (7,6,77.18), (6,8,176.35), (8,9,18.42), (9,13,165.2), (13,15,23.35), (15,20,229.01), (20,23,86.96), (23,26,77.15), (26,25,27.47), (25,22,158.02), (22,24,77.89), (24,28,235.22), (28,27,264.63), (27,31,330.35), (31,36,101.88), (36,34,147.41), (34,33,33.62), (33,37,269.01), (37,38,236.49), (38,32,640.8), (32,30,156.9), (30,29,296.3), (29,21,496.49), (21,10,354.82), (10,14,88.06), (14,35,1052.62), (35,19,888.57), (19,18,5.36), (18,17,11.83), (17,16,19.25), (16,11,158.8), (11,12,69.96)]",9165.979999999998,5,3,3,0min 0seg
1717,"[1, 2, 4, 3, 5, 7, 6, 8, 9, 13, 15, 20, 23, 26, 25, 22, 24, 28, 27, 31, 36, 34, 33, 37, 38, 35, 30, 29, 21, 10, 14, 32, 19, 18, 17, 16, 11, 12]","[(1,2,290.99), (2,4,341.89), (4,3,174.79), (3,5,68.97), (5,7,127.0), (7,6,77.18), (6,8,176.35), (8,9,18.42), (9,13,165.2), (13,15,23.35), (15,20,229.01), (20,23,86.96), (23,26,77.15), (26,25,27.47), (25,22,158.02), (22,24,77.89), (24,28,235.22), (28,27,264.63), (27,31,330.35), (31,36,101.88), (36,34,147.41), (34,33,33.62), (33,37,269.01), (37,38,236.49), (38,35,377.78), (35,30,323.39), (30,29,296.3), (29,21,496.49), (21,10,354.82), (10,14,88.06), (14,32,853.7), (32,19,1001.8), (19,18,5.36), (18,17,11.83), (17,16,19.25), (16,11,158.8), (11,12,69.96)]",8983.759999999998,5,3,3,0min 4seg
1744,"[1, 2, 4, 3, 5, 7, 6, 8, 9, 13, 15, 20, 23, 26, 25, 22, 24, 28, 27, 31, 36, 34, 33, 37, 38, 35, 30, 32, 21, 10, 14, 29, 19, 18, 17, 16, 11, 12]","[(1,2,290.99), (2,4,341.89), (4,3,174.79), (3,5,68.97), (5,7,127.0), (7,6,77.18), (6,8,176.35), (8,9,18.42), (9,13,165.2), (13,15,23.35), (15,20,229.01), (20,23,86.96), (23,26,77.15), (26,25,27.47), (25,22,158.02), (22,24,77.89), (24,28,235.22), (28,27,264.63), (27,31,330.35), (31,36,101.88), (36,34,147.41), (34,33,33.62), (33,37,269.01), (37,38,236.49), (38,35,377.78), (35,30,323.39), (30,32,156.9), (32,21,835.42), (21,10,354.82), (10,14,88.06), (14,29,554.17), (29,19,1058.79), (19,18,5.36), (18,17,11.83), (17,16,19.25), (16,11,158.8), (11,12,69.96)]",8940.749999999998,5,3,3,0min 0seg
1748,"[1, 2, 4, 3, 5, 7, 6, 8, 9, 13, 15, 20, 23, 26, 25, 22, 24, 28, 27, 31, 36, 34, 33, 37, 38, 35, 30, 32, 14, 10, 21, 29, 19, 18, 17, 16, 11, 12]","[(1,2,290.99), (2,4,341.89), (4,3,174.79), (3,5,68.97), (5,7,127.0), (7,6,77.18), (6,8,176.35), (8,9,18.42), (9,13,165.2), (13,15,23.35), (15,20,229.01), (20,23,86.96), (23,26,77.15), (26,25,27.47), (25,22,158.02), (22,24,77.89), (24,28,235.22), (28,27,264.63), (27,31,330.35), (31,36,101.88), (36,34,147.41), (34,33,33.62), (33,37,269.01), (37,38,236.49), (38,35,377.78), (35,30,323.39), (30,32,156.9), (32,14,853.7), (14,10,88.06), (10,21,354.82), (21,29,496.49), (29,19,1058.79), (19,18,5.36), (18,17,11.83), (17,16,19.25), (16,11,158.8), (11,12,69.96)]",8901.349999999999,5,3,3,0min 0seg
1765,"[1, 2, 4, 3, 5, 7, 6, 8, 9, 13, 15, 20, 23, 26, 25, 22, 24, 28, 27, 31, 36, 34, 33, 37, 38, 35, 30, 32, 29, 10, 21, 14, 19, 18, 17, 16, 11, 12]","[(1,2,290.99), (2,4,341.89), (4,3,174.79), (3,5,68.97), (5,7,127.0), (7,6,77.18), (6,8,176.35), (8,9,18.42), (9,13,165.2), (13,15,23.35), (15,20,229.01), (20,23,86.96), (23,26,77.15), (26,25,27.47), (25,22,158.02), (22,24,77.89), (24,28,235.22), (28,27,264.63), (27,31,330.35), (31,36,101.88), (36,34,147.41), (34,33,33.62), (33,37,269.01), (37,38,236.49), (38,35,377.78), (35,30,323.39), (30,32,156.9), (32,29,339.03), (29,10,635.24), (10,21,354.82), (21,14,338.89), (14,19,1047.37), (19,18,5.36), (18,17,11.83), (17,16,19.25), (16,11,158.8), (11,12,69.96)]",8764.839999999998,5,3,3,0min 0seg
